vertex,out-degree,in-degree
209.157.222.4,8,18
209.158.62.17,7,13
209.160.178.106,5,10
209.164.144.45,4,5
209.165.5.125,14,7
209.165.174.107,9,2
209.166.44.54,15,2
209.166.80.93,5,4
209.166.240.57,3,3
209.175.152.252,6,12
209.178.38.93,6,4
209.179.239.145,12,3
209.181.183.104,5,5
209.186.185.233,10,9
209.187.65.103,8,8
209.189.90.227,8,2
209.195.38.224,5,4
209.196.224.134,5,4
209.202.207.124,5,5
209.203.141.235,4,2
209.206.140.102,10,7
209.209.173.139,6,4
209.214.243.167,6,9
209.222.201.15,2,10
209.223.112.49,7,5
209.236.24.124,5,10
209.250.31.217,12,8
209.251.148.216,5,1
210.10.49.126,3,6
210.11.86.221,6,7
210.25.118.167,9,2
210.29.162.246,7,2
210.31.190.87,9,5
210.56.24.146,7,10
210.56.48.110,7,7
210.57.56.196,8,7
210.57.251.61,7,9
210.60.136.132,4,7
210.67.215.206,7,6
210.71.245.83,4,7
210.72.102.27,10,7
210.74.56.225,9,6
210.85.189.17,1,15
210.89.153.159,4,4
210.94.219.104,7,1
210.95.242.111,3,7
210.96.60.216,15,7
210.96.211.205,9,4
210.98.83.118,7,8
210.98.249.190,6,5
210.118.169.44,8,6
210.125.119.132,6,10
210.128.102.33,5,9
210.139.163.180,11,14
210.141.58.209,3,1
210.143.126.20,7,9
210.143.218.6,11,17
210.146.248.64,9,7
210.149.205.140,9,4
210.153.69.59,9,7
210.156.29.38,8,5
210.156.223.185,6,4
210.160.39.248,2,10
210.162.167.164,8,3
210.179.106.245,6,6
210.192.84.11,6,11
210.200.17.95,7,8
210.203.143.154,5,22
210.210.191.49,10,2
210.218.125.181,6,2
210.223.200.30,3,6
210.232.238.175,5,13
210.243.75.39,10,12
210.251.220.3,9,13
210.251.233.192,5,4
210.254.160.146,8,9
211.4.28.29,9,8
211.8.45.116,9,8
211.10.32.172,6,3
211.16.64.65,3,6
211.24.84.155,5,8
211.27.91.247,6,8
211.28.233.171,17,7
211.31.127.135,5,9
211.47.35.172,2,10
211.61.233.104,7,2
211.62.20.113,7,3
211.62.192.120,6,1
211.71.160.130,11,13
211.77.57.214,6,1
211.88.112.14,5,10
211.88.227.147,4,10
211.101.155.54,9,3
211.108.244.77,6,5
211.111.60.165,6,22
211.119.19.136,5,8
211.124.56.240,10,29
211.135.3.134,4,8
211.137.5.113,6,14
211.137.136.144,6,1
211.146.129.247,7,9
211.153.73.178,5,9
211.171.196.20,9,7
211.179.220.223,2,4
211.196.249.63,5,5
211.206.14.182,6,3
211.215.196.176,8,7
211.216.72.37,7,9
211.222.92.181,12,13
211.234.138.19,7,13
211.235.94.223,15,9
211.238.204.209,4,5
211.241.24.75,2,5
211.241.185.181,5,5
211.245.170.43,10,9
211.253.205.8,12,6
212.4.68.205,5,6
212.16.158.178,6,9
212.20.163.220,11,6
212.27.125.188,8,4
212.38.170.93,2,4
212.45.95.139,7,7
212.47.4.117,10,2
212.56.251.229,8,7
212.63.130.78,3,7
212.65.60.137,9,10
212.67.143.29,9,4
212.70.200.84,7,4
212.74.102.181,12,10
212.76.41.190,7,3
212.84.2.223,8,2
212.87.55.159,8,6
212.94.204.38,5,11
212.98.177.229,10,3
212.108.70.107,9,1
212.109.47.1,6,9
212.111.158.8,10,7
212.113.180.178,12,9
212.143.111.140,7,3
212.144.101.173,4,6
212.149.37.53,7,9
212.151.228.129,7,2
212.160.135.62,10,12
212.168.251.174,6,8
212.170.42.195,6,2
212.170.60.2,5,7
212.170.131.134,4,5
212.173.202.201,10,5
212.175.23.31,8,1
212.176.105.118,2,5
212.178.79.228,7,6
212.180.20.37,7,8
212.182.91.27,3,12
212.184.248.74,8,16
212.185.221.108,11,10
212.186.84.3,5,7
212.187.7.61,7,9
212.192.233.178,5,13
212.193.1.169,7,7
212.215.248.102,5,7
212.229.9.220,6,4
212.229.71.206,6,2
212.234.158.51,10,3
212.235.211.54,7,9
212.238.34.152,4,1
212.242.136.22,7,11
212.244.46.133,7,16
212.254.129.240,10,4
213.2.142.228,4,5
213.19.10.201,5,1
213.23.69.111,4,10
213.23.236.133,5,7
213.26.159.217,4,9
213.29.43.98,6,1
213.30.248.133,3,7
213.32.66.28,14,6
213.32.251.18,6,6
213.36.40.203,6,6
213.45.191.205,5,7
213.51.3.35,12,2
213.51.82.215,8,1
213.65.29.119,7,2
213.69.133.247,7,9
213.70.140.12,7,9
213.71.182.170,7,10
213.72.177.239,6,1
213.78.160.243,6,5
213.78.202.19,9,3
213.87.22.59,5,8
213.89.69.166,4,10
213.92.64.159,5,10
213.101.137.187,3,2
213.106.200.104,7,8
213.115.3.49,11,2
213.115.102.192,9,4
213.116.233.79,8,6
213.118.161.9,8,6
213.123.120.126,10,4
213.124.243.137,6,8
213.127.82.198,4,4
213.132.241.115,5,10
213.136.55.133,6,2
213.136.84.171,9,8
213.139.20.147,10,8
213.141.104.110,7,7
213.148.99.152,9,9
213.148.111.53,8,1
213.153.122.56,7,5
213.163.40.17,5,10
213.169.3.88,6,13
213.181.239.212,8,9
213.182.120.161,10,6
213.185.109.215,7,6
213.192.227.195,8,7
213.207.34.157,9,2
213.207.212.234,5,6
213.218.179.100,2,7
213.222.194.73,8,9
213.228.64.105,3,8
213.228.81.78,10,14
213.229.137.121,6,3
213.231.184.138,10,6
213.232.109.186,5,4
213.235.73.26,4,1
213.238.238.88,5,6
213.245.18.41,2,12
213.248.10.239,10,6
214.4.245.10,9,11
214.12.10.144,8,10
214.14.5.159,9,13
214.28.136.131,12,3
214.29.143.155,6,3
214.31.96.217,9,6
214.33.67.60,9,4
214.34.108.99,5,13
214.40.132.86,10,4
214.63.2.101,4,7
214.65.248.64,6,10
214.67.3.81,10,1
214.73.120.82,10,5
214.82.232.227,9,6
214.83.95.201,5,10
214.87.151.209,10,13
214.93.2.92,8,4
214.94.231.138,11,18
214.97.108.63,4,8
214.105.234.172,12,4
214.106.146.76,9,2
214.107.142.195,8,4
214.108.77.3,9,9
214.113.224.181,6,9
214.121.189.199,4,2
214.121.225.140,6,6
214.124.166.214,6,5
214.125.48.198,6,9
214.125.106.158,6,3
214.132.50.231,10,5
214.132.96.210,7,6
214.137.233.247,8,6
214.138.199.42,4,8
214.139.184.3,5,8
214.141.175.218,3,11
214.145.87.18,7,12
214.147.119.37,1,5
214.151.76.123,6,8
214.152.105.113,2,2
214.157.62.250,8,8
214.161.82.151,6,2
214.165.170.116,9,11
214.167.235.82,7,4
214.169.215.227,10,14
214.175.223.200,7,7
214.183.96.139,7,10
214.196.170.251,5,2
214.204.105.206,9,9
214.206.122.249,8,6
214.207.51.223,14,5
214.207.237.218,10,2
214.221.40.188,7,6
214.235.171.192,5,1
214.237.63.71,5,8
214.240.88.115,7,4
214.252.211.188,7,2
214.253.174.41,7,3
215.2.96.226,12,1
215.3.221.178,7,11
215.11.112.67,8,10
215.21.96.22,7,8
215.24.36.107,10,7
215.28.37.213,11,9
215.29.84.22,8,4
215.35.172.130,9,3
215.35.252.79,7,2
215.44.198.80,5,4
215.52.254.116,4,3
215.61.31.215,8,2
215.72.196.224,6,10
215.73.208.192,4,7
215.74.113.62,8,19
215.82.73.87,5,7
215.84.202.93,12,18
215.91.199.240,5,7
215.93.192.50,6,9
215.94.183.102,8,11
215.95.213.65,2,7
215.98.188.110,5,2
215.99.123.42,9,1
215.102.188.151,8,5
215.106.246.207,5,6
215.120.132.36,5,1
215.121.212.202,5,6
215.130.180.233,8,5
215.134.116.2,6,5
215.136.18.135,5,2
215.136.67.78,9,6
215.143.113.180,8,3
215.144.41.50,5,5
215.153.207.26,9,2
215.154.153.214,9,16
215.156.117.214,7,2
215.161.63.253,7,6
215.164.77.48,6,14
215.165.130.58,12,7
215.183.245.27,8,7
215.185.34.178,10,3
215.185.64.217,7,7
215.187.123.223,5,11
215.188.97.218,3,9
215.189.139.204,6,8
215.202.79.54,8,6
215.202.223.118,10,4
215.214.232.6,12,2
215.233.223.219,5,8
215.235.49.184,4,14
215.238.187.158,13,9
215.244.30.101,2,6
215.247.1.213,9,9
215.247.166.92,4,8
215.248.228.103,8,13
216.2.37.223,4,9
216.2.149.163,14,4
216.6.59.205,2,5
216.7.140.190,8,1
216.10.140.127,6,1
216.18.203.37,8,10
216.25.178.23,5,6
216.26.36.237,4,9
216.28.117.43,7,7
216.31.218.18,5,3
216.33.159.187,9,6
216.37.174.168,5,7
216.48.151.40,8,1
216.52.34.249,3,10
216.52.159.219,8,4
216.52.252.59,5,6
216.54.84.243,6,1
216.56.168.44,4,8
216.57.210.220,9,8
216.66.53.230,5,7
216.74.48.71,5,4
216.74.54.221,7,1
216.77.18.191,5,6
216.77.43.240,12,11
216.87.214.25,4,6
216.91.167.159,5,3
216.100.17.172,1,2
216.108.209.170,10,6
216.139.41.126,1,12
216.146.132.223,3,2
216.147.231.145,6,2
216.149.228.217,8,3
216.150.189.18,8,2
216.152.37.155,10,3
216.154.82.136,6,3
216.154.143.47,10,3
216.162.139.2,7,4
216.162.208.13,5,16
216.175.84.138,4,9
216.177.169.148,3,7
216.187.253.30,4,2
216.197.170.217,9,6
216.207.61.169,8,11
216.208.102.224,10,14
216.210.162.47,10,10
216.211.253.128,6,7
216.212.212.167,10,14
216.218.210.223,4,11
216.225.8.243,8,7
216.227.193.199,6,8
216.231.77.151,3,8
216.234.232.45,7,2
216.241.201.48,7,9
216.244.71.249,9,7
216.245.69.195,8,21
216.245.172.120,6,17
216.248.182.249,8,3
217.4.48.58,6,5
217.13.253.136,2,8
217.15.168.10,5,6
217.16.15.183,7,2
217.21.251.242,5,4
217.27.169.114,4,9
217.28.154.239,6,16
217.36.161.227,9,10
217.39.117.158,13,13
217.47.21.195,8,8
217.61.94.46,4,7
217.65.119.93,10,10
217.67.14.127,6,24
217.73.50.6,9,4
217.75.221.84,6,26
217.80.155.213,9,12
217.84.125.222,6,1
217.96.157.248,7,3
217.109.13.192,7,14
217.110.199.106,6,6
217.114.246.121,6,2
217.119.113.32,6,5
217.137.151.214,6,7
217.139.235.234,9,2
217.151.192.37,6,5
217.153.78.149,9,12
217.155.93.72,7,12
217.173.183.182,6,10
217.183.170.130,5,1
217.183.187.106,6,10
217.183.232.126,8,5
217.188.127.118,3,8
217.188.210.181,9,9
217.188.216.168,5,8
217.193.132.99,11,1
217.194.159.240,7,10
217.195.42.207,6,8
217.202.180.72,5,7
217.212.211.115,10,2
217.228.27.60,6,4
217.236.94.63,3,11
217.237.75.32,5,9
217.244.188.213,6,6
217.246.164.100,10,19
217.246.246.129,8,4
218.4.223.14,5,10
218.7.102.126,8,8
218.8.182.112,7,9
218.11.63.216,7,7
218.11.170.204,7,11
218.20.1.117,8,1
218.20.190.174,6,19
218.25.74.88,10,4
218.39.112.141,5,5
218.44.71.181,7,14
218.47.254.107,9,5
218.52.175.11,7,1
218.57.242.132,13,12
218.59.59.215,5,6
218.60.165.95,7,7
218.63.15.91,7,9
218.65.70.61,7,2
218.65.241.108,8,3
218.66.24.62,7,7
218.68.102.110,6,10
218.70.18.234,9,9
218.79.247.164,6,5
218.91.241.191,5,8
218.96.45.51,3,2
218.96.240.49,11,18
218.99.80.68,6,13
218.100.53.118,7,5
218.106.157.253,8,3
218.108.188.44,5,6
218.112.233.214,1,8
218.114.44.9,4,10
218.115.141.126,5,17
218.118.39.154,4,2
218.131.7.165,10,8
218.144.195.52,4,6
218.148.11.253,9,2
218.158.216.30,6,5
218.159.208.71,3,5
218.164.36.201,6,5
218.174.228.216,9,10
218.174.243.81,9,10
218.195.201.25,2,2
218.195.240.195,3,5
218.197.6.41,12,2
218.197.76.90,6,10
218.197.92.189,9,3
218.198.31.127,4,6
218.200.195.88,5,4
218.217.11.152,4,10
218.224.38.219,7,9
218.226.99.32,5,8
218.233.233.246,7,2
218.239.214.160,4,8
218.251.181.160,9,4
219.3.54.141,7,17
219.14.74.249,5,9
219.15.117.176,6,2
219.25.205.178,5,7
219.32.130.104,4,3
219.34.29.50,8,8
219.38.205.25,4,10
219.39.16.90,4,3
219.60.12.85,6,4
219.60.128.247,10,5
219.60.171.33,6,9
219.61.119.146,7,2
219.61.226.250,5,5
219.67.108.21,11,1
219.75.168.78,17,5
219.75.252.190,3,4
219.80.42.88,8,3
219.83.214.126,11,3
219.83.243.232,6,3
219.85.79.221,5,3
219.89.235.138,5,4
219.100.208.139,8,5
219.102.73.141,4,10
219.102.136.178,4,4
219.103.109.173,6,4
219.104.248.50,5,10
219.111.104.62,9,5
219.113.73.134,15,3
219.115.7.39,3,1
219.115.134.121,6,5
219.115.204.224,10,9
219.120.3.96,13,21
219.129.119.117,8,3
219.131.39.158,7,10
219.133.207.66,6,7
219.139.158.99,2,10
219.146.207.204,4,10
219.147.172.122,3,2
219.152.103.35,9,8
219.153.9.57,4,18
219.153.149.90,9,7
219.159.20.200,5,19
219.165.48.240,9,1
219.166.127.35,3,3
219.168.137.103,3,3
219.175.64.39,3,10
219.176.137.200,3,10
219.178.185.228,5,4
219.183.60.253,7,4
219.191.179.63,9,9
219.194.214.202,2,8
219.197.220.56,8,3
219.200.192.242,4,7
219.202.184.82,10,3
219.205.8.64,7,1
219.205.213.61,3,2
219.217.91.15,8,6
219.223.66.204,8,4
219.227.99.130,5,7
219.238.178.201,4,4
219.247.179.63,9,6
219.250.119.244,6,4
219.252.173.170,11,9
220.19.90.230,8,7
220.20.199.4,5,16
220.21.168.147,5,5
220.23.163.66,3,3
220.31.59.51,2,5
220.31.157.171,9,10
220.39.148.18,6,11
220.40.81.20,7,8
220.45.84.251,6,3
220.47.9.130,8,10
220.50.33.144,5,2
220.51.12.91,7,12
220.52.64.232,8,7
220.57.75.106,8,16
220.58.134.10,8,2
220.64.246.33,6,5
220.67.47.175,5,10
220.73.59.10,8,7
220.86.119.196,7,7
220.89.22.113,6,5
220.91.31.147,7,7
220.100.81.36,6,10
220.101.24.215,7,9
220.116.201.223,7,17
220.146.165.107,7,19
220.149.74.75,7,4
220.159.247.11,7,7
220.161.137.175,8,19
220.173.160.224,10,2
220.173.217.74,6,5
220.180.56.219,10,3
220.181.198.229,4,4
220.183.35.111,8,4
220.184.228.75,5,4
220.190.197.175,3,11
220.198.56.35,7,5
220.206.65.121,3,2
220.208.143.96,5,7
220.210.239.189,17,6
220.211.45.145,4,2
220.237.209.149,3,12
220.239.75.3,9,6
220.241.26.171,13,8
220.241.183.251,5,14
220.244.7.88,5,7
220.244.194.38,7,2
221.2.57.72,9,6
221.2.207.144,5,5
221.4.85.57,5,5
221.10.156.5,11,3
221.13.172.134,10,10
221.16.206.155,5,1
221.21.48.98,5,8
221.32.173.121,4,2
221.36.37.171,10,9
221.38.26.101,4,10
221.41.43.218,4,3
221.43.2.58,12,9
221.49.199.144,6,2
221.52.141.41,6,5
221.55.15.31,8,8
221.55.105.208,4,9
221.57.144.39,5,10
221.58.176.234,8,9
221.63.175.226,8,12
221.65.71.156,8,6
221.69.2.13,3,9
221.69.25.227,8,9
221.73.234.134,5,5
221.75.212.65,9,7
221.81.155.88,7,10
221.82.39.68,6,14
221.83.106.164,3,7
221.84.162.108,5,1
221.84.176.194,9,6
221.85.201.4,7,11
221.87.4.210,3,12
221.91.90.111,9,9
221.95.128.221,10,1
221.105.52.8,8,20
221.119.70.80,6,10
221.127.226.4,6,1
221.133.120.14,8,1
221.137.175.72,5,4
221.140.197.44,5,1
221.147.187.28,7,7
221.150.115.126,9,3
221.154.52.128,12,10
221.158.78.84,8,4
221.168.137.247,6,5
221.169.55.9,7,5
221.172.159.140,5,4
221.178.123.216,9,2
221.185.153.22,10,3
221.195.242.198,3,10
221.206.18.111,6,9
221.206.60.146,5,7
221.208.172.64,6,10
221.218.101.176,4,4
221.222.8.201,7,10
221.223.156.107,5,2
221.224.182.29,8,9
221.230.157.64,13,6
221.233.8.100,11,5
221.233.220.162,10,5
221.236.20.92,7,6
221.241.55.101,6,3
221.247.48.29,9,6
221.251.124.140,7,3
221.254.147.34,5,8
222.2.195.232,8,10
222.10.70.191,6,12
222.17.106.164,7,7
222.27.239.118,12,1
222.30.95.102,10,9
222.31.237.136,1,1
222.38.209.49,3,1
222.40.158.219,4,7
222.41.175.30,7,11
222.45.107.134,10,5
222.52.15.76,9,2
222.55.67.188,4,3
222.57.85.245,7,4
222.58.9.213,8,9
222.65.180.49,5,3
222.78.186.240,7,4
222.81.85.176,7,8
222.97.241.173,4,1
222.108.52.201,9,10
222.109.126.23,9,3
222.117.6.133,5,7
222.119.65.114,2,8
222.119.232.193,6,2
222.122.228.218,4,15
222.133.48.50,16,9
222.135.36.99,9,4
222.143.196.250,8,8
222.144.162.251,3,4
222.145.178.180,6,4
222.145.199.79,10,5
222.153.100.231,7,2
222.154.51.11,6,10
222.155.90.131,7,10
222.157.47.132,10,8
222.168.65.178,7,5
222.173.243.127,6,10
222.175.163.26,10,1
222.177.53.238,11,2
222.180.145.99,7,14
222.187.241.29,6,9
222.188.237.94,7,10
222.190.5.65,12,7
222.195.181.121,11,3
222.207.10.202,7,9
222.212.109.175,7,3
222.222.253.251,7,6
222.235.220.161,4,15
222.236.83.6,6,9
222.241.55.80,8,3
222.244.91.30,5,1
223.5.172.248,6,7
223.7.177.192,5,9
223.15.150.249,10,14
223.22.137.180,6,6
223.31.225.156,8,10
223.40.152.4,5,3
223.58.102.179,2,10
223.67.184.91,4,7
223.69.151.145,6,9
223.70.101.164,6,7
223.73.38.138,5,12
223.82.13.217,10,2
223.83.23.17,5,1
223.92.123.241,9,11
223.93.57.150,4,10
223.94.229.235,6,5
223.100.55.115,1,1
223.103.226.175,11,5
223.105.43.96,10,12
223.114.123.200,4,9
223.126.237.142,6,2
223.136.1.3,7,13
223.141.27.4,5,15
223.154.37.71,7,5
223.156.208.196,7,9
223.162.130.180,8,8
223.164.49.233,7,1
223.168.55.229,6,10
223.174.104.22,5,6
223.176.139.56,9,2
223.187.36.175,7,1
223.195.185.213,5,1
223.196.175.110,8,14
223.214.251.199,11,14
223.222.250.120,4,9
223.223.63.62,12,6
223.225.66.108,3,3
223.230.140.153,5,12
223.230.249.232,11,11
223.234.63.61,9,7
223.235.205.243,11,13
223.239.31.126,6,7
223.244.93.181,8,8
223.245.14.169,10,10
223.250.88.225,11,3
224.5.114.207,4,10
224.6.28.239,10,9
224.10.116.223,7,8
224.14.237.243,3,2
224.25.179.59,9,5
224.28.76.43,5,3
224.32.67.178,4,20
224.41.7.32,7,4
224.44.63.106,7,10
224.52.125.104,2,7
224.53.174.215,4,3
224.60.128.7,8,11
224.61.40.119,8,4
224.66.59.177,7,8
224.68.114.113,5,19
224.71.61.177,6,14
224.75.119.114,5,9
224.75.192.135,5,3
224.75.194.39,10,4
224.103.31.174,6,9
224.106.199.133,2,6
224.107.230.9,8,8
224.115.1.203,8,5
224.122.114.62,7,4
224.124.113.164,7,15
224.124.207.73,11,2
224.127.165.105,4,10
224.145.110.195,6,5
224.150.78.72,8,4
224.157.30.71,5,10
224.161.172.220,7,2
224.162.121.166,10,6
224.165.183.61,6,4
224.171.91.153,2,11
224.175.151.44,10,6
224.182.134.50,8,5
224.190.166.48,7,8
224.205.204.146,3,5
224.208.124.130,8,10
224.208.189.15,8,8
224.216.249.212,3,4
224.217.50.135,10,8
224.228.148.214,6,1
224.231.6.225,13,2
224.234.179.251,5,10
224.242.253.113,2,8
224.248.127.43,5,4
224.250.36.80,9,6
225.7.88.178,12,10
225.9.143.89,11,8
225.17.162.186,6,5
225.17.196.83,8,2
225.20.162.55,9,5
225.24.200.63,7,6
225.26.64.5,8,4
225.28.220.55,6,2
225.33.238.11,6,9
225.38.111.249,11,8
225.39.147.77,6,9
225.41.147.26,12,1
225.45.120.6,8,1
225.49.116.45,4,5
225.52.162.1,8,10
225.55.70.246,7,2
225.58.112.239,7,5
225.62.118.28,5,5
225.66.195.32,4,6
225.76.22.27,6,10
225.79.153.110,7,8
225.79.166.7,9,10
225.98.82.21,5,1
225.100.21.75,7,20
225.100.88.252,7,18
225.103.114.129,10,1
225.108.183.191,11,9
225.112.106.120,7,6
225.120.50.4,6,3
225.121.217.214,4,9
225.126.242.190,5,9
225.141.118.57,6,9
225.148.125.232,6,9
225.155.253.62,2,4
225.157.146.194,5,6
225.160.58.66,4,5
225.173.103.167,9,8
225.176.197.114,5,7
225.178.225.230,5,10
225.181.140.97,12,6
225.183.81.203,3,6
225.186.149.174,5,6
225.188.235.130,9,9
225.189.3.36,11,9
225.195.32.219,5,8
225.216.234.20,4,6
225.219.80.36,6,8
225.224.253.100,5,8
225.226.83.129,4,9
225.254.119.65,3,4
226.6.169.59,5,10
226.12.74.241,3,5
226.12.127.128,5,9
226.18.69.92,5,2
226.20.103.227,7,9
226.25.31.175,5,5
226.29.183.173,1,5
226.30.128.215,6,1
226.34.176.25,8,5
226.41.45.159,6,9
226.44.198.113,3,2
226.52.189.177,5,11
226.63.9.243,10,9
226.78.163.167,7,2
226.88.73.225,6,5
226.89.92.153,7,1
226.91.178.26,7,5
226.93.152.107,5,3
226.96.246.167,8,10
226.104.254.212,4,7
226.114.63.5,9,9
226.125.183.89,6,10
226.137.108.141,6,1
226.137.181.1,7,1
226.140.165.106,5,13
226.142.175.254,9,7
226.157.153.211,8,4
226.164.130.46,6,4
226.165.204.220,7,5
226.173.234.227,8,10
226.176.133.74,13,2
226.178.12.224,6,3
226.178.216.176,10,10
226.184.139.189,9,1
226.188.222.144,4,4
226.189.74.182,3,2
226.190.1.211,7,5
226.190.76.27,6,1
226.190.244.254,5,5
226.200.182.196,11,9
226.205.125.155,8,2
226.208.27.38,10,4
226.210.9.52,5,4
226.215.192.146,9,6
226.216.172.106,6,7
226.227.81.163,10,7
226.229.230.160,4,7
226.238.161.119,6,13
226.251.48.28,3,8
226.252.228.168,3,10
227.2.9.120,12,3
227.11.41.186,5,8
227.15.21.12,5,10
227.21.42.25,9,7
227.22.177.146,5,4
227.25.224.124,4,11
227.37.237.176,12,16
227.42.220.245,4,2
227.45.3.101,6,10
227.57.123.170,9,2
227.58.250.194,4,9
227.65.165.51,6,3
227.68.129.241,5,4
227.71.174.53,6,8
227.73.174.113,3,2
227.74.21.67,12,2
227.79.175.116,9,5
227.80.157.34,5,8
227.81.243.184,10,3
227.84.30.214,7,10
227.105.99.28,6,4
227.122.63.233,5,3
227.130.43.88,12,3
227.139.189.122,10,7
227.140.55.190,6,3
227.143.101.248,9,6
227.144.188.28,7,7
227.145.203.90,13,6
227.148.48.42,7,7
227.148.52.21,9,15
227.166.222.129,3,5
227.168.172.130,1,10
227.170.109.58,9,2
227.171.90.75,6,2
227.173.191.181,4,10
227.175.188.159,4,9
227.177.170.22,3,9
227.185.179.222,8,4
227.197.223.190,5,2
227.202.165.83,7,9
227.204.48.150,5,7
227.210.169.167,8,2
227.211.192.32,7,7
227.214.1.54,8,9
227.214.240.103,4,1
227.219.144.118,6,10
227.223.17.136,10,3
227.223.159.220,8,10
227.228.92.79,9,10
227.233.189.127,10,19
227.234.184.207,4,8
227.237.109.99,8,3
227.239.168.134,8,12
227.249.97.173,4,3
228.13.223.8,7,6
228.20.159.34,5,7
228.37.13.127,8,3
228.38.3.48,1,6
228.38.114.15,8,6
228.49.164.59,6,4
228.52.195.44,6,2
228.53.107.18,7,3
228.62.227.165,6,3
228.66.85.196,9,10
228.69.234.41,4,7
228.81.39.78,7,7
228.85.58.57,7,2
228.92.205.152,7,8
228.95.37.64,8,1
228.98.48.79,4,1
228.102.154.101,11,2
228.121.223.117,7,5
228.124.107.124,8,9
228.125.57.108,8,5
228.127.97.149,5,2
228.138.221.16,6,9
228.138.228.181,5,8
228.141.148.22,3,2
228.150.9.223,7,3
228.152.206.155,2,10
228.157.16.33,13,7
228.157.166.243,8,4
228.158.184.189,6,1
228.172.164.202,8,9
228.183.190.187,6,6
228.186.97.75,8,6
228.191.235.94,6,2
228.197.38.71,8,7
228.210.18.76,6,5
228.213.42.210,5,7
228.218.66.127,7,9
228.223.126.114,6,14
228.231.162.184,10,4
228.239.132.46,9,6
228.241.90.45,4,8
228.247.89.226,9,1
228.249.8.235,8,14
228.251.236.92,6,17
229.1.212.25,5,5
229.6.100.66,12,1
229.13.42.193,6,3
229.14.153.52,8,2
229.18.179.240,4,1
229.21.82.225,9,10
229.25.233.248,10,3
229.38.189.225,6,16
229.42.1.180,9,12
229.47.242.83,6,3
229.51.150.80,7,14
229.52.45.39,9,2
229.58.138.105,4,3
229.67.4.103,7,3
229.69.106.120,4,6
229.70.159.81,7,10
229.78.39.150,11,4
229.78.61.160,7,3
229.79.112.214,6,7
229.83.193.71,7,5
229.86.29.111,7,10
229.92.246.54,4,8
229.101.53.7,6,8
229.104.6.28,4,9
229.108.34.164,7,5
229.111.80.89,3,3
229.113.233.99,9,8
229.117.164.242,12,2
229.121.29.67,2,5
229.127.124.73,14,2
229.128.14.187,3,6
229.136.192.52,7,9
229.138.241.197,8,9
229.139.250.224,3,12
229.146.51.153,8,5
229.147.100.42,4,13
229.148.144.206,9,1
229.149.204.126,8,2
229.151.91.241,9,2
229.162.81.176,13,10
229.170.32.178,8,10
229.171.169.202,9,7
229.172.88.121,9,2
229.181.65.16,5,11
229.185.67.168,8,1
229.186.31.182,6,3
229.190.150.236,5,1
229.196.3.243,8,3
229.216.142.63,3,14
229.219.83.46,11,24
229.230.109.117,5,1
229.232.176.99,14,5
229.234.62.191,6,5
229.241.155.129,9,10
229.243.181.35,4,2
230.1.76.54,8,1
230.9.128.153,5,2
230.11.232.166,4,8
230.17.59.8,6,9
230.20.187.58,12,4
230.30.187.150,9,7
230.31.203.232,7,17
230.45.60.90,5,14
230.56.14.18,12,2
230.63.84.103,6,5
230.66.253.91,5,12
230.69.188.204,11,10
230.81.77.69,10,18
230.86.221.66,8,9
230.93.147.41,3,5
230.97.138.89,8,8
230.106.209.151,10,2
230.108.233.253,10,10
230.109.248.109,7,5
230.115.14.22,4,7
230.116.112.168,6,3
230.116.234.163,7,6
230.119.32.225,9,4
230.121.130.75,9,10
230.124.10.31,4,1
230.127.50.71,3,8
230.129.165.93,6,1
230.131.217.140,10,8
230.132.205.87,5,3
230.138.21.141,6,12
230.158.121.225,5,8
230.160.100.100,10,5
230.169.131.138,4,9
230.173.39.140,8,5
230.173.114.120,10,2
230.180.19.191,10,5
230.180.95.122,7,3
230.180.250.140,11,9
230.183.18.49,6,4
230.186.28.104,3,2
230.188.35.69,6,6
230.204.142.96,9,15
230.205.13.159,6,19
230.211.219.124,7,2
230.219.37.3,6,3
230.230.155.37,9,3
230.231.192.169,7,9
230.237.65.198,12,8
230.240.103.86,8,3
230.243.115.98,6,3
230.249.64.238,7,7
230.253.219.35,5,9
231.16.78.97,5,4
231.23.208.162,4,6
231.23.221.95,8,11
231.23.232.63,3,5
231.24.14.143,8,9
231.25.3.162,6,3
231.25.23.245,10,10
231.25.114.242,8,2
231.34.119.247,6,4
231.35.248.2,9,9
231.40.148.82,14,6
231.43.158.37,6,5
231.44.29.244,7,6
231.46.154.156,9,7
231.47.73.15,6,20
231.52.210.139,9,4
231.52.236.192,6,2
231.56.198.203,10,11
231.57.125.220,8,9
231.59.156.84,1,9
231.60.14.250,4,2
231.66.220.132,8,4
231.69.239.116,14,8
231.72.239.141,8,16
231.75.181.9,5,8
231.84.55.31,4,2
231.86.97.242,3,6
231.92.116.46,7,3
231.92.208.81,5,1
231.100.117.44,4,3
231.111.165.204,8,6
231.114.14.146,6,7
231.120.17.26,6,12
231.123.159.234,5,1
231.124.246.172,6,3
231.131.251.191,9,11
231.133.104.74,8,3
231.137.112.201,8,13
231.147.117.98,6,8
231.154.181.131,6,1
231.156.117.199,12,9
231.162.90.203,7,6
231.163.166.217,13,10
231.179.131.1,5,13
231.183.188.96,5,7
231.187.118.230,5,1
231.188.232.200,13,3
231.190.189.206,5,6
231.194.177.155,7,8
